OBJECT_ID,Location,Latitude ,Longitude ,POI,POI_Encoded,Camera,Camera_Encoded,Population,Population density,Label
92,umm suqeim 1 71 16 b street ,25.165898,55.215729,road ,0,not_sure ,0,10867,5607.35376,0
94,"al qouz , latifa bint hamdan street ",25.159549,55.241871,road ,0,not_sure ,0,40541,21017.32806,0
95,alqouz 4 behind jumeira unvirsety 63 14 street ,25.151804,55.253784,road ,0,not_sure ,0,21788,14511.60448,0
96,umm suqeim 2 near emirates post office ,25.151763,55.202058,road ,0,yes ,1,11456,4764.05011,0
97,almanara behind j3 mall 36 street 21A,25.144292,55.214064,mall ,1,yes ,1,7709,5793.686856,0
99,54 22nd St - Al Quoz - Al Quoz Industrial Area 2 ,25.133207,55.247007,road ,0,not_sure ,0,158543,49828.14193,0
102,11 19D Street - Al Quoz - Al Quoz Industrial Area 3 ,25.124948,55.218058,road ,0,not_sure ,0,25360,7116.957178,0
103,ind 4 - 18 A Street - Al Quoz - Al Quoz Industrial Area 4 ,25.115671,55.23235,road ,0,not_sure ,0,38280,10048.3159,0
104,alsufouh 1 near dubai police academy,25.120509,55.183099,academy ,1,yes ,1,4112,880.4798548,0
106,19 32 B St - Al Barsha - Al Barsha 3 - Dubai,25.092191,55.198752,road ,0,not_sure ,0,13990,4086.185735,0
107,11 29th St - Al Barsha - Al Barsha 2 - Dubai,25.100499,55.214815,road ,0,not_sure ,0,14815,3213.551651,0
111,near jabal ali racecourse ,25.08051,55.189856,road ,0,not_sure ,0,115,21.35939547,0
114,348X+GG3 - Jumeirah Islands - Jumeirah Heights ,25.066352,55.148958,road ,0,not_sure ,0,37067,16696.88621,0
115,al asayel street near emirates hills ,25.062812,55.174344,hotel ,1,yes ,1,23488,2733.13147,0
116,Al Badia Blvd - Dubai Festival City ,25.216801,55.361165,mall ,1,yes ,1,4641,1182.203735,0
117,dubai creek ( in the sea ) ,25.195022,55.326036,sea ,0,not_sure ,0,2,0.309933473,0
118,Ras Al Khor - Dubai Creek Harbour - Dubai,25.198305,55.35286,sea ,0,not_sure ,0,2,0.963425155,0
119,"2-14 35 St - Nadd Al Hamar , near aswaq",25.197845,55.385896,mall ,1,yes ,1,13589,2596.230483,0
120,alwarqa 1 near sharjah american international school ,25.187886,55.403094,school ,1,yes ,1,21696,15190.69042,0
121,alwarqa 2 near lulu hyper market ,25.202583,55.409136,mall ,1,yes ,1,10237,4365.285338,0
122,alwarqa 3 near gems our own english school girls ,25.191014,55.421937,school ,1,yes ,1,14208,3324.048278,0
123,alwarqa 4 59A street ,25.186945,55.437047,road ,0, not_sure ,0,12910,3822.837099,0
124,alwarqa 5 near kids farm african village ,25.180171,55.452813,road ,0,not_sure ,0,60,14.9111417,0
125,wadi alamardi near tarablos street ,25.175975,55.485779,road ,0,not_sure ,0,55,7.037532182,0
126,Palm Jebel Ali - Mina Jebel Ali - Dubai,25.008151,54.98932,road ,0,not_sure ,0,5,0.122333641,0
129,palm jebel ali,24.931908,54.94927,road ,0,not_sure ,0,45,0.884790242,0
131,Mina Jebel Ali - National Industries Park ,24.920775,55.056152,park ,1,yes ,1,2462,92.62970831,0
132,Jebel Ali Freezone Extension - Dubai,24.95466169,55.10506881,factory ,1,yes ,1,23000,757.7908561,0
134,Dubai Industrial City near mam food company,24.864097,55.053766,road ,0,not_sure ,0,13665,16.08026258,0
135,"Dubai Industrial City , copart uae auctions",24.844633,55.077196,road ,0,not_sure ,0,11144,1374.997752,0
136,"Dubai Industrial City, near sikka gcc",24.824874,55.096861,road ,0,not_sure ,0,11170,809.5708743,0
138,"jabal ali 2 , near dewa jabal ali ",25.054311,55.115088,road ,0,not_sure ,0,1561,801.1821849,0
141,alyalayis near hira industries ,24.97357,55.211525,road ,0,not_sure ,0,59763,3875.196366,0
144,Bukadra - Nad Al Sheba 1 (petrol station),25.176798,55.326038,petrol station ,1,yes ,1,15,11.86926502,0
145,"Ras Al Khor Industrial Area 1, near champion speed garage ",25.177741,55.338886,road ,0,yes ,1,2393,1274.494308,0
146,"Ras Al Khor Industrial Area 2 , near dannub",25.177561,55.35714,road ,0,yes ,1,2352,787.2763543,0
147,"Ras Al Khor Industrial Area 3, near vegetable and fruits shop",25.173493,55.381509,road ,0,yes ,1,21500,4824.023574,0
148,"Nad Al Sheba 2, 13B street ",25.159513,55.347715,road ,0,not_sure ,0,2258,411.2268911,0
149,"Nad Al Sheba 3, near kings school ",25.154767,55.375543,school ,1,yes ,1,137,27.45533621,0
152,"International City , near china cluster ",25.164865,55.410382,road ,0,yes ,1,97159,13067.69437,0
153,"Warsan 2 , near envirol plant ",25.158514,55.436653,road ,0,yes ,1,1524,217.3250505,0
154,International City Phase(2) - near cartel 114,25.141566,55.403256,road ,0,yes ,1,8359,1417.001798,0
155,Dubai Silicon Oasis - Industrial Area  near oasis authority ,25.122784,55.386768,factory ,1,yes ,1,35361,6548.664728,0
158,Falconcity of Wonders ,25.101544,55.352771,road ,0,not_sure ,0,9623,1380.146313,0
162,Arabian Ranches,25.051064,55.272236,Residence,2,yes,1,16179,3894.810964,0
163,Arabian Ranches 2,25.038423,55.282562,Residence,2,yes,1,7740,1889.272269,0
166,Dubai Miracle Garden,25.061216,55.236546,Residence,2,yes,1,4566,2172.407606,0
167,Medcare Medical Center Motor City,25.046289,55.237767,Hospital,2,yes,1,9672,3140.775637,0
168,MBC studio,25.034872,55.245856,Work,1,yes,1,1032,486.017816,0
169,Damac Hills,25.02221,55.255234,Residence,2,yes,1,6250,2308.172181,0
170,Mudon,25.017925,55.267569,Residence,2,yes,1,1759,959.8049723,0
171,Seasons community JVC,25.058113,55.208602,Residence,2,yes,1,25297,4448.708612,0
172,Dubai Sports City,25.0357,55.217681,Residence,2,yes,1,18789,4789.46319,0
173,Golf city,25.007584,55.238564,Residence,2,yes,1,8919,1259.219832,0
174,JVT,25.045125,55.186323,Residence,2,yes,1,6753,2779.67354,0
175,Jumeira Golf Estates,25.020887,55.186806,Residence,2,yes,1,17413,1335.492589,0
176,Remraam lakes,24.996244,55.218818,Tourism,0,not_sure,0,11,1.21790624,0
177,Al Aweer,25.19984,55.571191,Residence,2,not_sure,0,3587,172.9060856,0
178,Al Aweer cars showrooms,25.16924,55.590008,Work,2,not_sure,0,4870,155.5039037,0
179,Lahbab,25.099818,55.565355,Road,0,not_sure,0,26,1.372218092,0
180,Your trip tourism,25.123078,55.633266,Tourism,0,not_sure,0,46,3.473472332,0
181,Lahbab neighberhood,25.048684,55.605359,Residence,2,not_sure,0,2921,227.4472351,0
182,Mahani Gas exploration well,25.055864,55.652921,Work,0,yes,1,727,314.018864,0
183,Nazwa mosque,25.020817,55.641932,Residence,0,not_sure,0,504,92.95010539,0
184,Warsan 3,25.152425,55.463447,Residence,2,yes,1,13316,1735.607939,0
185,Al Rowaiyah,25.126247,55.432335,Residence,1,not_sure,0,2923,311.6364668,0
187,Camp.Point,25.115994,55.469633,Residence,1,not_sure,0,4036,81.86863326,0
188,"4G6H+WGC Al Aweer, Dubai",25.112313,55.528761,Residence,1,not_sure,0,1119,161.3747241,0
189,Um AlDaman,25.063674,55.419513,Residence,0,not_sure,0,258,74.82898906,0
190,2FPW+222 Dubai,25.035025,55.495029,Road,0,not_sure,0,53,1.491663903,0
191,Dubai Heritage & Culture Village,25.042084,55.551676,Tourism,0,yes,1,1363,63.7413379,0
192,"XGQ8+WQM Al Lisaili, Dubai",24.989846,55.51692,Road,0,not_sure,0,309,28.29826781,0
193,"XJ54+2GG Margham, Sharjah",24.957552,55.606324,Road,0,not_sure,0,930,25.24704858,0
194,"WMP3+286 Margham, Sharjah",24.935049,55.653257,Road,0,not_sure,0,175,32.30730445,0
196,"RMQG+HHX Murqquab, Dubai",24.838993,55.676487,Road,0,not_sure,0,232,8.64232731,0
197,"RHGX+Q2W Murqquab, Dubai",24.82699,55.597588,Road,0,not_sure,0,570,49.04328729,0
198,"PJRQ+6MC Al Faqa, Dubai",24.740553,55.639146,Road,0,not_sure,0,94,47.28099137,0
200,397M+CV2 Dubai,25.063513,55.384648,Road,0,not_sure,0,8,0.741440643,0
201,Petrodam DMCC,25.054789,55.340219,Road,0,not_sure,0,2,0.291423271,0
202,Camelicious - Um Nahad 3 area - Dubai,25.028267,55.419997,Work,1,yes,1,2329,211.5704662,0
204,The Valley By Emaar,25.002205,55.431806,Residence,1,yes,1,4,0.088945735,0
207,ADNOC Service Station | Al Yufra (232),24.986333,55.361932,petrol station,1,yes,1,403,27.78481225,0
208,Tiger Woods Dubai - Dubai,24.966705,55.389941,Tourism,0,not_sure,0,4,0.460881891,0
209,Mira,25.011977,55.313957,Residence,0,yes,1,3,0.28066865,0
210,Town Square,24.996174,55.289924,Residence,1,yes,1,0,0,0
211,AlQudra,24.973402,55.346269,Tourism,0,not_sure,0,217,19.39534245,0
212,X889+4X7 Dubai,24.965284,55.319909,Road,0,not_sure,0,4,0.440643213,0
213,DEWA Habab Pumping Station Phase II,24.972287,55.267241,Work,0,yes,1,8,0.820204372,0
214,Al Lisaili - Dubai,24.929121,55.461318,Residence,1,not_sure,0,100,4.386978228,0
218,Love Lakes - Dubai,24.814064,55.456612,Tourism,0,not_sure,0,2633,131.8193484,0
219,Treatment Plant Substation Jazeera Emirates Power Site,24.901314,55.255461,Work,0,yes,1,35,74745.37734,0
220,Solar pump station by Man Energy,24.815297,55.269568,Work,0,yes,1,660,7.877871714,0
223,7HPQJCQ9+R3 Alfaqah street,24.639501,55.417648,Road,0,not_sure,0,7,2.980534458,0
224,Bab Al Shams Desert Resort - Dubai,24.825833,55.20042,Hotel,1,yes,1,3,3166.840117,0
225,Al Layan site,24.794473,55.122021,Work,0,yes,1,804,22.25547205,0
226,X4QM+2X3 - Dubai,24.74288843,55.15432483,Road,0,not_sure,0,10,0.616893278,0
227,"M6FF+43P Al Ajban, Abu Dhabi",24.67283887,55.22271387,Road,0,not_sure,0,0,0,0
